"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"2355","GunFleet","Feb 6, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Areo Gaming","Areo Gaming"
"2357","GunGirl 2","Jun 7, 2010","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","BlueEagle Productions","Paul Schneider"
"2360","Kingshunt","Nov 3, 2022","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Vaki Games","A List Games"
"2361","Paint Chips","May 4, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","PhatRobit","PhatRobit"
"2363","VELVETIST: Prototype","May 18, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","SiCzech Arts","SiCzech Arts"
"2367","Cubico","Aug 14, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Simon Hischier, Michael Schürmann","Ideation Games"
"2369","Rumble Arena","Nov 1, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Rekall Games","Rekall Games"
"2372","Clawface","Mar 13, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Hathos Interactive","Hathos Interactive"
"2373","Abalyte","Sep 16, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Purple Studios","Purple Studios"
"2375","Estigma [Steam Edition]","Dec 23, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Vikintor","Vikintor Interactive"
"2379","Fields of Battle","Sep 1, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Super X Studios LLC","Super X Studios LLC"
"2382","Perdition","Feb 26, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Contraband","DigiPen Institute of Technology"
"2392","Schwarzerblitz","Jun 1, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Andrea Demetrio","Andrea Demetrio"
"2393","Shrouded in Sanity: Freebirth","Mar 23, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Steve Gal","Pugware"
"2394","Spaceball!","Aug 20, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Intergalactic Education LLC","Intergalactic Education LLC"
"2397","Roller Riot","Apr 29, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MassDigi","MassDigi"
"2398","12 bananas","Sep 16, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Klode","Klode"
"2399","Spaceship Looter","May 17, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Luxorix Games","Luxorix Games"
"2400","Chasing Dead","Mar 3, 2016","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","2020 Venture","2020 Venture"
"2403","Apocalypse: Party's Over","May 30, 2016","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Hoplon, Izyplay Game Studio","Hoplon"
"2404","Adventure Craft","Jul 5, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Edible Entertainment","Edible Entertainment"
"2405","Armada: Modern Tanks","Feb 7, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","XDEVS LTD","XDEVS LTD"
"2409","BDSM: Big Drunk Satanic Massacre Demo","Mar 23, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Big Way Games","Big Way Games"
"2412","Role Player: Full Immersion","Mar 14, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Ot Vinta","Ot Vinta"
"2413","Gundemonium Recollection","Sep 27, 2011","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Platine Dispositif","Rockin' Android"
"2415","Gunhound EX","May 1, 2014","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Dracue, Co. ltd","AGM PLAYISM"
"2416","BLADENET","Oct 6, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Flyleap Studios","Flyleap Studios"
"2418","Crystal Call","Jan 6, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","SMU Guildhall","SMU Guildhall"
"2419","Casual Desktop Game","Feb 14, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Daniel Brendel","Daniel Brendel"
"2427","CrocoMars","Mar 5, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Anatoliy Loginovskikh","Anatoliy Loginovskikh"
"2428","NARAKA: BLADEPOINT / 永劫無間 - Test Server","August 2023","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","24 Entertainment","24 Entertainment"
"2430","UniBall","Feb 24, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","StormBrewers","StormBrewers"
"2434","Cobalt WASD","Nov 30, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Oxeye Game Studio","Mojang"
"2438","HellCat","Jun 15, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Verbal Chambers","Verbal Chambers"
"2439","Mad Machines","Nov 15, 2019","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Hero Blocks ApS","Hero Blocks ApS"
"2440","Pixel Boy and the Ever Expanding Dungeon","May 30, 2014","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Giant Box Games","Giant Box Games"
"2441","Ascendant","May 13, 2014","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Hapa Games","Hapa Games"
"2449","Acid Nimbus","Oct 1, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Hernan Caro Vilaburges","Hernan Caro Vilaburges"
"2457","The Slimeking's Tower","Jul 17, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","RevampedPRO","RevampedPRO"
"2460","Tex-Mechs","Feb 21, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","SMU Guildhall","SMU Guildhall"
"2461","Exploratombe","Sep 15, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Atelier 801","Atelier 801"
"2466","Jay Fighter: Remastered","Dec 1, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Taliyah Pottruff","Taliyah Pottruff"
"2474","Break Arcade Games Out","Sep 20, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Dan Zaidan, Gamecraft Studios","Dan Zaidan"
"2476","Ninja Hanrei","Nov 30, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","DynKen","DynKen"
"2478","Survival Frenzy","Jan 10, 2020","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Zepetto Co.","Zepetto Co."
"2480","Fitforce","Jan 28, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Runnex Technology","Runnex Technology"
"2482","The Floor Is Still Really Cheap Lava","Nov 21, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Congo Jungle Games","Congo Jungle Games"
"2484","Dinoscape","Aug 15, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Tomary","DinoScape"
"2486","TO4: Tactical Operations","Dec 19, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","TacByte","TacByte"
"2487","BloodGate","Jun 2, 2016","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Outsmart","Outsmart"
"2489","Marvel: Ultimate Alliance 2","Jul 26, 2016","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Zoë Mode","Activision"
"2491","Super Dirt Racers","Feb 8, 2021","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Haphazard Studios","Haphazard Studios"
"2493","Is It Wrong to Try to Shoot 'em Up Girls in a Dungeon?","Nov 25, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MAGES. Inc.","PQube"
"2495","Dark Roll","Aug 1, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Pawel Zajac (Artbarian Games)","Pawel Zajac (Artbarian Games)"
"2498","Lycanthorn II - Rain of Beasts","Dec 5, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Scumhead","Scumhead"
"2505","From the Shadows","Nov 27, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gamagora ICOM","Gamagora ICOM"
"2509","Nimbatus - Drone Creator","Apr 30, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Stray Fawn Studio","Stray Fawn Studio, WhisperGames"
"2511","Hotel Remorse","Apr 28, 2015","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Charlie Behan, Raddy Peid","Charlie Behan"
"2517","Make Me LAG","Mar 14, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","4H StudioLab","4H StudioLab"
"2523","Iggy's Egg Adventure","Aug 27, 2015","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Ginger Labs LLC","Ginger Labs LLC"
"2524","BEKKOUAME","Apr 12, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Mt.Bamboo Village","Pujia8 Studio"
"2530","FIST OF AWESOME","Jul 3, 2014","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","I Fight Bears","I Fight Bears"
"2531","King of the Couch: Zoovival","Nov 21, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Loophole Interactive","Loophole Interactive"
"2532","One Ping Only","Apr 15, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Triconn Games","Triconn Games"
"2536","Antaria Online","Oct 4, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Antaria, LLC","Antaria, LLC"
"2540","The Legend of Karl","Feb 21, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Actplus Studio","Actplus Studio"
"2542","Sunrise: survival","Aug 3, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Fedorov Ilya & Andrew Konovalov","Fedorov Ilya & Andrew Konovalov"
"2544","Prologue for a Vacant Kingdom","Apr 18, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","shru","shru"
"2546","Swarm","Jun 12, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","OKYO GAMES","OKYO GAMES"
"2549","Guns'n'Stories: Preface VR","Oct 26, 2017","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MIROWIN","MIROWIN"
"2552","STEAM HAMMER","May 12, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","SF team","Big Way"
"2553","Steambirds Alliance Beta","May 24, 2019","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Spry Fox LLC","Spry Fox LLC"
"2559","Knight Club +","Oct 9, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gutter Arcade, YellowAfterlife","Gutter Arcade"
"2562","Shooting Hurts","Sep 18, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Jakob Vidal","Jakob Vidal"
"2564","MannaRites","Aug 15, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","DamonWall","DamonWall"
"2566","Bunny Must Die! Chelsea and the 7 Devils","Sep 26, 2013","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Platine Dispositif","Rockin' Android, Rockin Android"
"2568","Pongarena","Jan 31, 2022","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Dreamirl","Dreamirl"
"2569","Sword of the Necromancer - Prologue","Nov 3, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Grimorio of Games","JanduSoft"
"2570","Sherwood Extreme","May 12, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","CAGE Studios","CAGE Studios"
"2575","Nongünz","May 19, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Brainwash Gang","Shanghai ThinkingBear Network Technology Co.,Ltd"
"2580","ChronoBreach","Apr 29, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","UpsilonGames","UpsilonGames"
"2593","Omno: Prologue","Sep 11, 2020","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Jonas Manke, Studio Inkyfox","Future Friends Games, Studio Inkyfox"
"2599","War of Beach","Oct 15, 2015","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","LUCKY GIRLS LIMITED","LUCKY GIRLS LIMITED"
"2602","Depths of Fear :: Knossos","Apr 24, 2014","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Dirigo Games","Digital Tribe"
"2603","Lords Of The Lockerroom","May 17, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Nickireda","Nickireda"
"2609","Nohra","May 11, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Monster Lab","DigiPen Institute of Technology"
"2612","RED","Dec 25, 2016","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","storyk21674, STILILA, 貓蛋","Ｌｅｍｏｎ　Ｂａｌｍ, RMAsia"
"2621","King Rabbit - Puzzle","Jan 25, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","RareSloth","RareSloth"
"2634","Slay the Dragon!","Feb 5, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Slay the Dragon!-Team","The Animation Workshop"
"2643","World of Speed","Aug 22, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Saber Interactive, Redemption Ark","Mad Dog Games LLC"
"2654","WarriOrb: Prologue","Dec 11, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Not Yet","Not Yet, Maple Whispering Limited"
"2659","Marvel: Ultimate Alliance","Jul 26, 2016","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Zoë Mode","Activision"
"2665","T.E.C. 3001","Apr 10, 2014","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Phoenix Game Studio","BulkyPix"
"2667","Knock Harder: Useless","Jan 13, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Snail-Ninja Studio","Snail-Ninja Studio"
"2682","BEAR, VODKA, FALL OF BERLIN!","May 18, 2020","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Rabotiagi games","Rabotiagi games"
"2685","RPG World - Action RPG Maker","Jul 17, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","RaveyLarge","RaveyLarge"
"2687","Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded","Jun 27, 2013","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","nFusion Interactive","Replay Games"
"2689","Warlords Awakening","Nov 28, 2018","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","PLAYWITH Inc.","PLAYWITH Interactive Inc."
"2691","Sword Rogue","Aug 5, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","chx125ck","chx125ck"
"2700","Madrun","Mar 1, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Tianyu Cao","Tianyu Cao"
"2705","MisBits","Mar 5, 2020","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Pow Wow Entertainment LTD., Purple Lamp Studios","3BD GAMES LLC"
"2731","Man O' War: Corsair - Warhammer Naval Battles","Apr 19, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Evil Twin Artworks","Evil Twin Artworks"
"2747","Hellpoint: The Thespian Feast","Feb 20, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Cradle Games","tinyBuild"
"2783","Let It Flow","Mar 1, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","DevAddict's Chat","DevAddict"
"2786","Shadow Man","Mar 9, 1999","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Acclaim Studios Teesside","Nightdive Studios"
"2799","Shrine","Nov 16, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Scumhead","Scumhead"
"2802","Gatewalkers (Alpha)","Jun 25, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","A2 Softworks","A2 Softworks"
"2829","The Mammoth: A Cave Painting","Aug 24, 2015","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","inbetweengames","inbetweengames"
"2836","BEAR, VODKA, STALINGRAD!","Mar 2, 2020","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Rabotiagi games","Rabotiagi games"
"2866","AX:EL - Air XenoDawn","Dec 4, 2015","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Alex Piola","KISS ltd"
"2899","The Black Death","Apr 19, 2016","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Syrin Studios, Small Impact Games","Syrin Studios"
"3029","star of lemutia","Jan 5, 2018","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","RedHorse Studio","RedHorse Studio"
"3068","Holo Views","Dec 9, 2019","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Prometheus Vision Technology Co., Ltd.","Prometheus Vision Technology Co., Ltd."
"3084","Mage VR -Mini Version-","Jan 10, 2019","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Baptiste Degryse","DBloke SPRL"
"3121","Audio Drive 2 VR","Jun 26, 2020","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","2-Volt Games","2-Volt Games"
"3128","Primal Carnage: Extinction - Workshop Tool","Jul 17, 2020","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Circle 5 Studios","Circle 5 Studios"
"3141","911 Emergency Manager","Nov 20, 2020","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","GoodZeit UG","GoodZeit UG"
"3143","Thearchy","Feb 19, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Sean Marty","Sean Marty"
"3144","Play The Fox","Apr 23, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Quest_Games","Quest_Games"
"3180","KingdomDefense","Mar 22, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Peter Lee","Peter Lee"
"3192","Swallow The Blue","Jul 7, 2020","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Euphoric Brothers","Euphoric Brothers"
"3212","Star Squadron: Student Driver","Mar 5, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Mark Arenz","Mark Arenz"
"3213","Vivian's Kurse","Feb 25, 2021","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Damnskulls","Damnskulls"
"3224","The Tower Of TigerQiuQiu 2","Mar 18, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","TigerQiuQiu","TigerQiuQiu"
"3225","SwordBall","Dec 31, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Null DIES","Null DIES"
"3249","Cosmodome","Jun 2, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Smoothbrain Industries","Smoothbrain Industries"
"3250","Abracadabrew : Prologue","Jul 28, 2020","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Miju Games","Miju Games"
"3273","ASTA : ASTA Server","Jun 22, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","POLYGON GAMES","Move Games. Co., LTD"
"3283","Dig Bombers","Jul 21, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Spooky House Studios UG haftungsbeschraenkt","Spooky House Studios UG haftungschraenkt"
"3293","Run!!!","Jun 23, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","John Xu, John Morris","John Xu"
"3294","VR Guardians","Feb 10, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","x-climb, Inc.","x-climb, Inc."
"3299","The Desert's Rose","Sep 26, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Eddie O'Hagan (Katianie)","Eddie O'Hagan (Katianie)"
"3314","The Goracle","Oct 31, 2018","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Henry Jacobs, Ken Jacobs","Silent Daddio Studios"
"3328","Military Service","Apr 7, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Henry/Ming-Xian Huang","MMH Studio"
"3356","Lonely Skies","Apr 26, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Suspension Games","Suspension Games"
"3359","Coronavirus - Nano Force","Jun 25, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Daniel Snow","Daniel Snow"
"3360","Bug Blast","Apr 20, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Giga Grunts","DigiPen Institute of Technology"
"3367","Vectrix","Aug 13, 2019","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Poco a Poco","DigiPen Institute of Technology"
"3385","Firing Vibes","Jan 4, 2022","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","BBG","BBG"
"3394","POPPIN' DONUTS","Sep 17, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Vantan Game Academy Tokyo","Vantan Game Academy Tokyo"
"3410","Starship Saboteur Prototype","May 5, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Catland","Catland"
"3413","Stars Survivor","Dec 5, 2020","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Clément Salotti","Clément Salotti"
"3414","Sky Mirror · Strolling","Jun 1, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Woody's Games","Woody's Games"
"3416","Invaders","Aug 24, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Jang Lee","Jang Lee"
"3417","Splash","Nov 1, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Team Cursed Image","Team Cursed Image"
"3423","大话江湖","Jul 3, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","大话江湖","大话江湖"
"3443","","Mar 27, 2018","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Paleno Games","Paleno Games"
"3446","VR INTERACTIVE TRAILER: Runes","Nov 8, 2018","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","StormBorn Studio","StormBorn Studio"
"3460","Boo's Balloons","May 8, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Distalsoft","Distalsoft"
"3472","Dot Debugger","Mar 1, 2021","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Dream Module Games","Dream Module Games"
"3475","Thunderballs VR","Oct 30, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Megafauna LLC","Megafauna LLC"
"3478","McSpace Colosseum","Jan 17, 2022","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Drowsy Whale","Drowsy Whale"
"3487","Soldier Matt Sowards","Mar 26, 2020","Free","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Matt Sowards","MIRROR Soft"
