Game,Release date,Price,Owners,Developer(s),Publisher(s),Owners_min,Owners_max,Owners_min_text,Owners_max_text,dev_pub_relation,accion,aventura,deportes,early,estrategia,free,mmorpg,rpg,simulacion,indie,Release year,dev_code
Put Your Brain On 2,2023-02-02,3.99,"0 .. 20,000","Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi",0.00E+00,20000.0,0,20.0K,igual,0,1,1,0,1,0,0,0,1,1,2023.0,16
QUIZ PRO! - General Knowledge,2020-03-28,0.59,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,0,1,1,2020.0,14
Electronic World Z,2020-09-11,0.99,"0 .. 20,000",Anamik Majumdar,Anamik Majumdar,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,0,1,2020.0,20
Santa's Gifts,2022-12-21,3.99,"0 .. 20,000","Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi",0.00E+00,20000.0,0,20.0K,igual,0,1,1,0,0,0,0,0,1,1,2022.0,16
Captive of Fortune,2017-12-19,4.99,"0 .. 20,000",Hosted Games,Hosted Games,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2017.0,27
To the City of the Clouds,2012-10-26,4.99,"0 .. 20,000",Choice of Games,Choice of Games,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2012.0,29
Detectives United: Deadly Debt Collector's Edition,2022-02-11,13.99,"0 .. 20,000",Elephant Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2022.0,46
White Flower,2021-10-29,1.99,"0 .. 20,000",玫瑰工作室,玫瑰工作室,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,1,1,2021.0,43
Twilight Phenomena: Strange Menagerie Collector's Edition,2017-10-13,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2017.0,50
Dead Reckoning: Brassfield Manor Collector's Edition,2017-09-13,9.99,"0 .. 20,000",Eipix Entertainment,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2017.0,48
Myths of the World: Spirit Wolf Collector's Edition,2018-01-29,9.99,"0 .. 20,000",Eipix Entertainment,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,48
Sea of Lies: Burning Coast Collector's Edition,2018-01-26,9.99,"0 .. 20,000",Eipix Entertainment,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,48
Danse Macabre: Deadly Deception Collector's Edition,2018-02-14,9.99,"0 .. 20,000",Eipix Entertainment,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,48
Royal Detective: The Last Charm Collector's Edition,2019-11-15,9.99,"0 .. 20,000",Elephant Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2019.0,46
RETRO-PIXEL COLOR PALETTE: Color by Number,2020-01-23,1.49,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,1,1,1,2020.0,14
Furries & Scalies: Friendswood,2020-01-31,9.99,"0 .. 20,000",Stegalosaurus Game Development,Stegalosaurus Game Development,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2020.0,25
Furry Shakespeare: To Date Or Not To Date Spooky Cat Girls?,2021-11-16,8.99,"0 .. 20,000",Stegalosaurus Game Development,Stegalosaurus Game Development,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,1,1,2021.0,25
Furry Shakespeare: Oops! All Dragons!,2021-09-02,8.99,"0 .. 20,000",Stegalosaurus Game Development,Stegalosaurus Game Development,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,0,1,2021.0,25
Cards Matching Memory Game,2021-10-06,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,1,0,1,2021.0,14
Middle Ages Jigsaw Puzzles,2021-11-24,0.59,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,0,1,1,2021.0,14
Mello Haunted House,2022-08-05,3.99,"0 .. 20,000",Anamik Majumdar,Anamik Majumdar,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,0,1,2022.0,20
Arata Haunted Asylum,2022-10-14,3.99,"0 .. 20,000",Anamik Majumdar,Anamik Majumdar,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,0,1,2022.0,20
千灵大陆-Qianling Mainland,2022-09-22,8.99,"0 .. 20,000",橙光游戏,橙光游戏,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,1,1,1,2022.0,32
Snake Robot,2023-01-22,3.99,"0 .. 20,000","Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi",0.00E+00,20000.0,0,20.0K,igual,0,1,1,0,0,0,0,0,1,1,2023.0,16
Final Cut: Homage Collector's Edition,2017-12-11,9.99,"0 .. 20,000",Eipix Entertainment,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2017.0,48
Food Monster and Animals Memory Match,2018-01-30,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,1,0,1,0,0,0,1,1,2018.0,14
Grim Facade: A Wealth of Betrayal Collector's Edition,2018-03-14,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,50
Paper Shakespeare: Stick Merchant of Venice,2018-05-11,1.99,"0 .. 20,000",Stegalosaurus Game Development,Stegalosaurus Game Development,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,0,1,2018.0,25
Dinosaur Shakespeare: To Date or Not To Date?,2020-02-13,9.99,"0 .. 20,000",Stegalosaurus Game Development,Stegalosaurus Game Development,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,0,1,2020.0,25
Secret City: The Human Threat Collector's Edition,2019-07-19,9.99,"0 .. 20,000",Domini Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2019.0,51
Memory Match Saga,2019-11-22,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,0,1,1,2019.0,14
Quiz Pro - Guess Pictures,2020-07-22,0.59,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,1,0,1,0,0,0,1,1,2020.0,14
Alphadia Genesis 2,2021-06-03,14.99,"0 .. 20,000",Exe Create Inc.,KEMCO,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,1,0,0,1,1,1,2021.0,45
Furries & Scalies & Scarecrows OH MY!,2022-01-28,9.99,"0 .. 20,000",Stegalosaurus Game Development,Stegalosaurus Game Development,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,0,1,2022.0,25
Monsters and Warriors - Onet Match Connect,2022-03-04,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,1,0,1,2022.0,14
Eastern Europe Train Sim,2023-01-25,3.99,"0 .. 20,000","Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi",0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,1,1,2023.0,16
Heirs of the Kings,2023-02-02,14.99,"0 .. 20,000",Exe Create Inc.,KEMCO,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,1,0,0,1,1,0,2023.0,45
海伦的神迹,2023-02-23,9.99,"0 .. 20,000",橙光游戏,橙光游戏,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2023.0,32
Haunted Legends: The Bronze Horseman Collector's Edition,2017-04-21,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2017.0,50
Reckless Space Pirates,2013-12-06,4.99,"0 .. 20,000",Choice of Games,Choice of Games,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2013.0,29
Twilight Phenomena: The Incredible Show Collector's Edition,2018-04-09,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,50
Midsummer Madness,2021-07-04,1.99,"0 .. 20,000",玫瑰工作室,玫瑰工作室,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,0,0,2021.0,43
Izanami,2021-10-07,1.99,"0 .. 20,000",玫瑰工作室,玫瑰工作室,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,0,1,2021.0,43
Sokonashi No Me,2022-02-19,1.99,"0 .. 20,000",玫瑰工作室,Rosa Special Studio,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,1,0,1,2022.0,43
Wet Dreams,2022-04-28,1.99,"0 .. 20,000",玫瑰工作室,玫瑰工作室,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2022.0,43
Paper Shakespeare: Loves Labor(s) Lost,2018-07-05,2.99,"0 .. 20,000",Stegalosaurus Game Development,Stegalosaurus Game Development,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,0,1,2018.0,25
Ancient Warriors Casino Jackpot,2020-11-21,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,1,1,2020.0,14
Otome No Himitsu,2022-01-28,1.99,"0 .. 20,000",玫瑰工作室,Rosa Special Studio,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,1,0,1,2022.0,43
Amazing Girl,2022-02-24,1.99,"0 .. 20,000",玫瑰工作室,Rosa Special Studio,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,1,0,1,2022.0,43
Jaxon The Thief,2019-08-09,0.59,"0 .. 20,000",Anamik Majumdar,Anamik Majumdar,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,0,1,2019.0,20
Street Jam: The Rise,2020-01-09,6.99,"0 .. 20,000",Hosted Games,Hosted Games,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2020.0,27
Stopocop,2021-12-07,9.99,"0 .. 20,000",Reforged Group,Reforged Group,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,0,1,2021.0,26
Gilded Rails,2018-11-01,6.99,"0 .. 20,000",Choice of Games,Choice of Games,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2018.0,29
Hidden Object - Food,2017-09-25,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,0,1,2017.0,14
Surface: Reel Life Collector's Edition,2017-02-10,9.99,"0 .. 20,000",Elephant Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2017.0,46
Twilight Phenomena: The Lodgers of House 13 Collector's Edition,2017-03-27,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2017.0,50
Sea of Lies: Nemesis Collector's Edition,2017-05-26,9.99,"0 .. 20,000",Eipix Entertainment,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2017.0,48
Spirits of Mystery: The Dark Minotaur Collector's Edition,2017-09-25,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2017.0,50
Surface: Return to Another World Collector's Edition,2018-08-06,9.99,"0 .. 20,000",Elephant Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,46
Nuclear Powered Toaster,2018-10-25,4.99,"0 .. 20,000",Hosted Games,Hosted Games,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2018.0,27
Surface: The Soaring City Collector's Edition,2019-03-29,9.99,"0 .. 20,000",Elephant Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2019.0,46
Secret City: Chalk of Fate Collector's Edition,2020-01-20,9.99,"0 .. 20,000",Domini Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2020.0,51
Anime - Match The Memory,2020-10-06,0.49,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,0,1,1,2020.0,14
Jigsaw Puzzle - Pixel Art Master,2020-12-28,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,0,1,1,2020.0,14
Surface: Virtual Detective Collector's Edition,2016-11-26,9.99,"0 .. 20,000",Elephant Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2016.0,46
Coloring Pixel - Fantasy Characters,2021-09-25,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,1,0,1,0,0,1,1,1,2021.0,14
Nature & Wildlife - Jigsaw Puzzle,2022-08-18,0.79,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,0,1,1,2022.0,14
Fairy Elements,2022-08-31,14.99,"0 .. 20,000",Exe Create Inc.,KEMCO,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,1,0,0,1,1,0,2022.0,45
Drone Delivery,2023-02-23,0.39,"0 .. 20,000","Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi",0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,0,1,1,2023.0,16
Surface: The Pantheon Collector's Edition,2016-07-25,9.99,"0 .. 20,000",Elephant Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2016.0,46
Sea of Lies: Mutiny of the Heart Collector's Edition,2016-11-04,9.99,"0 .. 20,000",Eipix Entertainment,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2016.0,48
The Flying Turtle Jewel Quest,2017-08-25,0.79,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,0,0,1,2017.0,14
Amaranthine Voyage: The Shadow of Torment Collector's Edition,2018-02-12,9.99,"0 .. 20,000",Eipix Entertainment,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,48
Dead Reckoning: The Crescent Case Collector's Edition,2018-03-12,9.99,"0 .. 20,000",Eipix Entertainment,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,48
Amaranthine Voyage: The Obsidian Book Collector's Edition,2018-07-20,9.99,"0 .. 20,000",Eipix Entertainment,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,48
Danse Macabre: Thin Ice Collector's Edition,2018-07-25,9.99,"0 .. 20,000",Eipix Entertainment,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,48
Labyrinths of the World: Fool's Gold Collector's Edition,2019-08-09,9.99,"0 .. 20,000",Domini Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2019.0,51
Haunted Legends: The Scars of Lamia Collector's Edition,2019-08-16,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2019.0,50
Swamp Castle,2016-07-29,4.99,"0 .. 20,000",Hosted Games,Hosted Games,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2016.0,27
Flag Color Number - Painting and Coloring,2021-05-12,0.49,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,1,1,2021.0,14
Abandoned Croxon Mansion,2021-07-16,0.49,"0 .. 20,000",Anamik Majumdar,Anamik Majumdar,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,0,1,2021.0,20
Hidden Expedition: A King's Line Collector's Edition,2021-06-25,9.99,"0 .. 20,000",Domini Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2021.0,51
Crossroads: On a Just Path Collector's Edition,2022-01-18,13.99,"0 .. 20,000",Elephant Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2022.0,46
Infinite Links,2022-05-11,14.99,"0 .. 20,000",Exe Create Inc.,KEMCO,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,1,0,0,1,1,0,2022.0,45
Haunted Legends: The Undertaker Collector's Edition,2018-01-10,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,50
Final Cut: The True Escapade Collector's Edition,2018-04-25,9.99,"0 .. 20,000",Eipix Entertainment,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,48
Final Cut: Fame Fatale Collector's Edition,2018-11-12,9.99,"0 .. 20,000",Eipix Entertainment,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,48
Mahjong Dimensions 3D - Fantasy Anime,2019-09-18,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,0,1,1,2019.0,14
十月怪谈-Insane Rules,2023-03-17,2.99,"0 .. 20,000",橙光游戏,橙光游戏,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,1,0,1,2023.0,32
Trial of the Demon Hunter,2017-12-19,3.99,"0 .. 20,000",Hosted Games,Hosted Games,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2017.0,27
Fernz Gate,2018-08-29,12.99,"0 .. 20,000",Exe Create Inc.,KEMCO,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,1,0,1,2018.0,45
Halloween Puzzles,2018-11-06,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,1,0,1,0,0,0,1,1,2018.0,14
Fairy Godmother Stories: Puss in Boots Collector's Edition,2021-05-28,9.99,"0 .. 20,000",Domini Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2021.0,51
Aircraft Pushback Simulator,2022-12-30,0.39,"0 .. 20,000","Atomic Fabrik, Cristian Manolachi",Atomic Fabrik,0.00E+00,20000.0,0,20.0K,distinto,0,1,1,0,0,0,0,0,1,1,2022.0,16
T-Rex Time Machine,2017-12-07,4.99,"0 .. 20,000",Choice of Games,Choice of Games,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2017.0,29
Elven Truth,2021-01-18,1.99,"0 .. 20,000",玫瑰工作室,玫瑰工作室,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,0,0,1,2021.0,43
City Metro Simulator,2022-12-23,3.99,"0 .. 20,000","Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi",0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,1,1,2022.0,16
NOLA is Burning,2017-11-17,4.99,"0 .. 20,000",Choice of Games,Choice of Games,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2017.0,29
Inyoku Shoujo,2022-03-10,1.99,"0 .. 20,000",玫瑰工作室,Rosa Special Studio,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,1,0,1,2022.0,43
Black Home 2,2018-04-26,7.99,"0 .. 20,000",Warfare Studios,Warfare Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,1,0,1,2018.0,13
Grim Facade: Mystery of Venice Collector’s Edition,2016-11-18,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2016.0,50
Redemption Cemetery: Bitter Frost Collector's Edition,2016-10-26,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2016.0,50
Riddles of Fate: Into Oblivion Collector's Edition,2017-06-14,9.99,"0 .. 20,000",Elephant Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2017.0,46
Shadow Wolf Mysteries: Bane of the Family Collector's Edition,2017-12-13,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2017.0,50
Queen's Tales: Sins of the Past Collector's Edition,2018-01-19,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,50
Off The Record: Liberty Stone Collector's Edition,2018-01-12,9.99,"0 .. 20,000",Eipix Entertainment,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,48
Riddles of Fate: Memento Mori Collector's Edition,2018-02-09,9.99,"0 .. 20,000",Elephant Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,46
Surface: Alone in the Mist Collector's Edition,2018-03-07,9.99,"0 .. 20,000",Elephant Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,46
Spirits of Mystery: The Silver Arrow Collector's Edition,2018-03-30,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,50
Myths of the World: Of Fiends and Fairies Collector's Edition,2018-06-18,9.99,"0 .. 20,000",Eipix Entertainment,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2018.0,48
Chimeras: Cherished Serpent Collector's Edition,2020-06-05,9.99,"0 .. 20,000",Elephant Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2020.0,46
Furries & Scalies & Bears OH MY! 2: Return to Kale Bay,2021-04-29,9.99,"0 .. 20,000",Stegalosaurus Game Development,Stegalosaurus Game Development,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,0,1,2021.0,25
Alphadia Neo,2022-12-15,14.99,"0 .. 20,000",Exe Create Inc.,KEMCO,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,1,0,0,1,1,0,2022.0,45
Grim Facade: Sinister Obsession Collector’s Edition,2017-06-02,9.99,"0 .. 20,000",AMAX Interactive,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2017.0,50
Furry Shakespeare: Dashing Dinosaurs & Sexy Centaurs,2019-08-28,9.99,"0 .. 20,000",Stegalosaurus Game Development,Stegalosaurus Game Development,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,0,1,2019.0,25
Enchanted Kingdom: The Secret of the Golden Lamp Collector's Edition,2020-05-29,9.99,"0 .. 20,000",Domini Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2020.0,51
The Haunted Exmone Theatre,2020-07-17,0.49,"0 .. 20,000",Anamik Majumdar,Anamik Majumdar,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,0,1,2020.0,20
Children's Jigsaw Puzzles,2021-01-10,0.79,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,1,1,2021.0,14
Avoid The Demons,2021-04-21,0.49,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,0,1,1,2021.0,14
Haunted Hotel: Phoenix Collector's Edition,2015-08-22,9.99,"0 .. 20,000",Elephant Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2015.0,46
末日航路-The Termination,2021-07-22,10.99,"0 .. 20,000",橙光游戏,橙光游戏,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,1,0,1,2021.0,32
Fairy Godmother Stories: Miraculous Dream Collector's Edition,2021-09-03,13.99,"0 .. 20,000",Domini Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2021.0,51
Clocknockers,2021-11-23,0.99,"0 .. 20,000",Archor Wright,Archor Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2021.0,36
Chimeras: Wailing Waters Collector's Edition,2022-07-01,9.99,"0 .. 20,000",Elephant Games,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2022.0,46
Pure Love,2022-09-01,0.99,"0 .. 20,000",玫瑰工作室,玫瑰工作室,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2022.0,43
Myths of the World: Stolen Spring Collector's Edition,2017-05-31,9.99,"0 .. 20,000",Eipix Entertainment,Big Fish Games,0.00E+00,20000.0,0,20.0K,distinto,0,1,0,0,0,0,0,0,0,0,2017.0,48
Choice of the Rock Star,2017-11-17,3.99,"0 .. 20,000",Choice of Games,Choice of Games,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2017.0,29
Yeti's Parole Officer,2014-09-26,4.99,"0 .. 20,000",Choice of Games,Choice of Games,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2014.0,29
Paradigm City,2017-04-14,4.99,"0 .. 20,000",Hosted Games,Hosted Games,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2017.0,27
Pair Matching Puzzle Connect,2020-05-07,0.39,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,1,0,0,1,1,1,2020.0,14
The Floating City,2020-08-06,4.99,"0 .. 20,000",Hosted Games,Hosted Games,0.00E+00,20000.0,0,20.0K,igual,0,1,0,0,0,0,0,1,0,1,2020.0,27
